date, pm25, pm10, o3, no2, so2, co
2013/12/31, -1, -1, 68, 33, 3, 7
2014/01/01, -1, 84, 90, 48, 5, 16
2014/01/02, -1, 84, 119, 63, 7, 14
2014/01/03, -1, 103, 95, 57, 7, 13
2014/01/04, -1, 101, 52, 34, 1, -1
2014/01/05, -1, 95, 69, 52, 6, 14
2014/01/06, -1, 78, 61, 46, 9, 11
2014/01/07, -1, 88, 64, 55, 8, 14
2014/01/08, -1, 79, 36, 47, 5, 11
2014/01/09, -1, 95, 38, 33, 2, 9
2014/01/10, -1, 67, 48, 33, 2, 11
2014/01/11, -1, 67, 49, 30, 3, 14
2014/01/12, -1, 64, 40, 24, 2, 6
2014/01/13, -1, 60, 44, 23, 1, 9
2014/01/14, -1, 54, 46, 28, 2, 7
2014/01/15, -1, 59, 49, 38, 3, 9
2014/01/16, -1, 65, 50, 43, 4, 14
2014/01/17, -1, 72, 44, 25, 1, 9
2014/01/18, -1, 65, 69, 23, 1, 10
2014/01/19, -1, 69, 68, 39, 5, 12
2014/01/20, -1, 81, 27, 37, 2, 11
2014/01/21, -1, 79, 62, 18, 5, 12
2014/01/22, -1, 80, 58, 45, 4, 15
2014/01/23, -1, 95, 79, 47, 8, 18
2014/01/24, -1, 92, 4, 72, 11, 27
2014/01/25, -1, 107, -1, -1, -1, -1
2014/01/26, -1, -1, 54, 53, 6, 18
2014/01/27, -1, 128, 57, 42, 4, 13
2014/01/28, -1, 94, 49, 52, 6, 14
2014/01/29, -1, 74, 43, 48, 6, 15
2014/01/30, -1, 81, 44, 31, 7, 12
2014/01/31, -1, 72, 48, 31, 6, 13
2014/02/01, -1, 64, 49, 29, 5, 9
2014/02/02, -1, 59, 66, 37, 7, 10
2014/02/03, -1, 59, 32, 21, 6, 9
2014/02/04, -1, 64, 32, 25, 3, 8
2014/02/05, -1, 55, 35, 26, 4, 8
2014/02/06, -1, 52, 23, 20, 2, 7
2014/02/07, -1, 45, 21, 17, 4, 7
2014/02/08, -1, 40, 42, 20, 3, 7
2014/02/09, -1, 37, 46, 33, 6, 9
2014/02/10, -1, 45, 21, 22, 4, 8
2014/02/11, -1, 55, 22, 20, 3, 7
2014/02/12, -1, 41, 20, 22, 4, 7
2014/02/13, -1, 44, 31, 22, 3, 7
2014/02/14, -1, 46, 17, 19, 2, 4
2014/02/15, -1, 42, 32, 20, 2, 8
2014/02/16, -1, 42, 34, 22, 2, 8
2014/02/17, -1, 49, 31, 25, 3, 8
2014/02/18, -1, 50, 35, 23, 4, 8
2014/02/19, -1, 52, 37, 22, 5, 11
2014/02/20, -1, 56, 37, 32, 3, 13
2014/02/21, -1, 65, 71, 39, 4, 15
2014/02/22, -1, 75, 53, 22, 2, 10
2014/02/23, -1, 56, 44, 23, 3, 9
2014/02/24, -1, 50, 38, 26, 4, 8
2014/02/25, -1, 49, 37, 24, 4, 9
2014/02/26, -1, 52, 33, 23, 2, 8
2014/02/27, -1, 52, 30, 26, 3, 8
2014/02/28, -1, 48, 32, 22, 3, 7
2014/03/01, -1, 44, 38, 19, 3, 7
2014/03/02, -1, 45, 37, 24, 5, 9
2014/03/03, -1, 46, 45, 16, 3, 7
2014/03/04, -1, 50, 39, 21, 4, 7
2014/03/05, -1, 49, 36, 18, 3, 6
2014/03/06, -1, 51, 34, 18, 3, 5
2014/03/07, -1, 46, 34, 18, 3, 6
2014/03/08, -1, 44, 28, 16, 3, 6
2014/03/09, -1, 46, 30, 19, 3, 7
2014/03/10, -1, 46, 34, 21, 4, 7
2014/03/11, -1, 41, 30, 17, 4, 6
2014/03/12, -1, 42, 26, 20, 3, 9
2014/03/13, -1, 48, 31, 23, 5, 8
2014/03/14, -1, 50, 32, 22, 2, 9
2014/03/15, -1, 43, 4, 22, 6, 6
2014/03/16, -1, 43, 48, 14, 3, 11
2014/03/17, -1, 53, 26, 14, 3, 8
2014/03/18, -1, 41, 17, 19, 3, 8
2014/03/19, -1, 34, 32, 23, 3, 8
2014/03/20, -1, 45, 42, 23, 5, 9
2014/03/21, -1, 52, 12, 23, 3, 8
2014/03/22, -1, 55, 55, 28, 4, 11
2014/03/23, -1, 54, 51, 28, 2, 10
2014/03/24, -1, 58, 41, 23, 2, 8
2014/03/25, -1, 51, 35, 23, 3, 8
2014/03/26, -1, 42, 25, 27, 3, 8
2014/03/27, -1, 42, 21, 29, 2, 8
2014/03/28, -1, 46, 24, 26, 3, 8
2014/03/29, -1, 46, 14, 16, 2, 6
2014/03/30, -1, 33, 9, 18, 3, 6
2014/03/31, -1, 21, 16, 17, 2, 7
2014/04/01, -1, 30, 23, 15, 2, 7
2014/04/02, -1, 38, 23, 12, 3, 7
2014/04/03, -1, 39, 25, 14, 3, 7
2014/04/04, -1, 36, 43, 21, 3, 7
2014/04/05, -1, 47, 34, 18, 4, 6
2014/04/06, -1, 48, 35, 13, 3, 5
2014/04/07, -1, 34, 66, 20, 3, 7
2014/04/08, -1, 46, 66, 26, 4, 9
2014/04/09, -1, 62, 45, 24, 4, 9
2014/04/10, -1, 67, 30, 26, 4, 10
2014/04/11, -1, 66, 47, 25, 6, 9
2014/04/12, -1, 65, 53, 23, 4, 9
2014/04/13, -1, 61, 43, 20, 4, 9
2014/04/14, -1, 57, 52, 22, 2, 8
2014/04/15, -1, 42, 32, 17, 3, 8
2014/04/16, -1, 41, 32, 18, 3, 8
2014/04/17, -1, 36, 26, 16, 5, 8
2014/04/18, -1, 37, 21, 18, 3, 7
2014/04/19, -1, 34, 24, 15, 10, 6
2014/04/20, -1, 27, 24, 16, 10, 7
2014/04/21, -1, 28, 26, 16, 8, 7
2014/04/22, -1, 27, 29, 17, 5, 8
2014/04/23, -1, 33, 19, 18, 4, 8
2014/04/24, -1, 38, 23, 19, 5, 8
2014/04/25, -1, 34, 18, 19, 5, 6
2014/04/26, -1, 34, 22, 14, 4, 5
2014/04/27, -1, 30, 19, 24, 5, 7
2014/04/28, -1, 28, 18, 22, 10, 8
2014/04/29, -1, 33, 22, 20, 3, 7
2014/04/30, -1, 31, 20, 13, 4, 6
2014/05/01, -1, 32, 30, 21, 4, 8
2014/05/02, -1, 35, 22, 15, 3, 6
2014/05/03, -1, 37, 31, 22, 4, 8
2014/05/04, -1, 26, 23, 20, 5, 8
2014/05/05, -1, 21, 32, 24, 3, 10
2014/05/06, -1, 34, 27, 28, 12, 11
2014/05/07, -1, 33, 24, 24, 4, 9
2014/05/08, -1, 41, 20, 10, 3, 6
2014/05/09, -1, 32, 34, 13, 3, 7
2014/05/10, -1, 34, 28, 16, 3, 8
2014/05/11, -1, 33, 34, 13, 3, 6
2014/05/12, -1, 22, 24, 13, 3, 6
2014/05/13, -1, 20, 32, 18, 3, 7
2014/05/14, -1, 22, 36, 17, 4, 6
2014/05/15, -1, 20, 33, 17, 3, 6
2014/05/16, -1, 20, 28, 16, 3, 7
2014/05/17, -1, 27, 14, 19, 3, 8
2014/05/18, -1, 26, 33, 20, 3, 8
2014/05/19, -1, 24, 38, 18, 4, 8
2014/05/20, -1, 26, 36, 16, 4, 6
2014/05/21, -1, 23, 18, 15, 4, 7
2014/05/22, -1, 25, 16, 14, 3, 5
2014/05/23, -1, 25, 37, 20, 4, 6
2014/05/24, -1, 24, 21, 22, 4, 8
2014/05/25, -1, 28, 35, 28, 3, 9
2014/05/26, -1, 35, 16, 20, 4, 7
2014/05/27, -1, 39, 25, 22, 3, 7
2014/05/28, -1, 27, 35, 20, 4, 7
2014/05/29, -1, 27, 44, 18, 5, 7
2014/05/30, -1, 27, 40, 17, 4, 7
2014/05/31, -1, 23, 20, 17, 3, 7
2014/06/01, -1, 25, 35, 18, 3, 8
2014/06/02, -1, 19, 37, 15, 2, 6
2014/06/03, -1, 21, 25, 18, 3, 7
2014/06/04, -1, 22, 11, 18, 3, 7
2014/06/05, -1, 25, 16, 19, 3, 6
2014/06/06, -1, 24, 15, 15, 3, 7
2014/06/07, -1, 22, 11, 15, 3, 7
2014/06/08, -1, 25, 13, 14, 4, 7
2014/06/09, -1, 23, 13, 16, 6, 7
2014/06/10, -1, 27, 9, 13, 3, 6
2014/06/11, -1, 27, 15, 15, 2, 6
2014/06/12, -1, 24, 17, 16, 2, 5
2014/06/13, -1, 23, 15, 14, 4, 5
2014/06/14, -1, 19, 14, 12, 5, 5
2014/06/15, -1, 21, 17, 13, 4, 5
2014/06/16, -1, 31, 20, 16, 2, 5
2014/06/17, -1, 28, 11, 15, 3, 6
2014/06/18, -1, 31, 16, 15, 3, 5
2014/06/19, -1, 38, 15, 17, 3, 6
2014/06/20, -1, 45, 10, 18, 4, 7
2014/06/21, -1, 53, 13, 16, 4, 7
2014/06/22, -1, 54, 17, 20, 3, 7
2014/06/23, -1, 38, 18, 17, 3, 7
2014/06/24, -1, 31, 10, 14, 2, 7
2014/06/25, -1, 26, 6, 14, 3, 7
2014/06/26, -1, 31, 9, 21, 4, 12
2014/06/27, -1, 40, 13, 16, 4, 7
2014/06/28, -1, 40, 13, 12, 3, 7
2014/06/29, -1, 38, 14, 19, 2, 7
2014/06/30, -1, 41, 12, 17, 3, 8
2014/07/01, -1, 37, 22, 18, 3, 7
2014/07/02, -1, 35, 24, 18, 3, 7
2014/07/03, -1, 30, 26, 16, 3, 6
2014/07/04, -1, 26, 20, 15, 3, 6
2014/07/05, -1, 23, 20, 13, 3, 7
2014/07/06, -1, 22, 17, 14, 5, 6
2014/07/07, -1, 18, 12, 13, 3, 7
2014/07/08, -1, 18, 13, 15, 3, 5
2014/07/09, -1, 17, 11, 15, 3, 6
2014/07/10, -1, 17, 15, 12, 4, 6
2014/07/11, -1, 24, 15, 11, 3, 5
2014/07/12, -1, 26, 25, 14, 2, 6
2014/07/13, -1, 21, 13, 21, 4, 8
2014/07/14, -1, 22, 14, 18, 3, 7
2014/07/15, -1, 25, 20, 21, 4, 8
2014/07/16, -1, 24, 18, 16, 3, 7
2014/07/17, -1, 23, 13, 17, 3, 7
2014/07/18, -1, 21, 9, 15, 2, 7
2014/07/19, -1, 21, 12, 15, 2, 7
2014/07/20, -1, 27, 16, 18, 3, 7
2014/07/21, -1, 38, 18, 18, 3, 6
2014/07/22, -1, 33, 24, 19, 4, 7
2014/07/23, -1, 24, 15, 18, 3, 7
2014/07/24, -1, 26, 14, 19, 3, 7
2014/07/25, -1, 30, 14, 19, 3, 6
2014/07/26, -1, 33, 16, 18, 4, 7
2014/07/27, -1, 25, 8, 20, 5, 9
2014/07/28, -1, 25, 17, 20, 8, 10
2014/07/29, -1, 34, 20, 18, 8, 10
2014/07/30, -1, 41, 14, 18, 11, 11
2014/07/31, -1, 43, 16, 17, 7, 9
2014/08/01, -1, 42, 10, 16, 10, 8
2014/08/02, -1, 39, 11, 13, 5, 8
2014/08/03, -1, 39, 10, 14, 10, 9
2014/08/04, -1, 34, 10, 14, 6, 7
2014/08/05, -1, 26, 12, 13, 6, 8
2014/08/06, -1, 25, 10, 12, 6, 7
2014/08/07, -1, 27, 14, 11, 4, 7
2014/08/08, -1, 23, 15, 12, 11, 6
2014/08/09, -1, 21, 13, 11, 7, 7
2014/08/10, -1, 23, 18, 11, 9, 7
2014/08/11, -1, 21, 17, 11, 4, 6
2014/08/12, -1, 26, 17, 11, 6, 6
2014/08/13, -1, 24, 12, 13, 5, 7
2014/08/14, -1, 22, 11, 13, 5, 7
2014/08/15, -1, 24, 19, 18, 10, 8
2014/08/16, -1, 31, 5, 13, 7, 6
2014/08/17, -1, 31, 24, 21, 3, 8
2014/08/18, -1, 21, 20, 18, 3, 6
2014/08/19, -1, 25, 17, 23, 3, 7
2014/08/20, -1, 28, 16, 20, 3, 7
2014/08/21, -1, 26, 15, 25, 5, 10
2014/08/22, -1, 28, 16, 24, 5, 7
2014/08/23, -1, 39, 21, 16, 2, 6
2014/08/24, -1, 32, 20, 19, 9, 7
2014/08/25, -1, 25, 19, 17, 12, 7
2014/08/26, -1, 31, 34, 22, 11, 9
2014/08/27, -1, 25, 20, 17, 13, 8
2014/08/28, -1, 27, 16, 14, 6, 7
2014/08/29, -1, 22, 13, 16, 4, 7
2014/08/30, -1, 24, 11, 13, 12, 7
2014/08/31, -1, 21, 13, 12, 15, 8
2014/09/01, -1, 21, 10, 13, 10, 7
2014/09/02, -1, 21, 11, 16, 5, 9
2014/09/03, -1, 24, 15, 15, 8, 8
2014/09/04, -1, 29, 15, 14, 7, 7
2014/09/05, -1, 24, 19, 14, 2, 5
2014/09/06, -1, 22, 17, 14, 2, 5
2014/09/07, -1, 21, 18, 13, 6, 7
2014/09/08, -1, 21, 23, 15, 2, 6
2014/09/09, -1, 20, 18, 16, 5, 7
2014/09/10, -1, 21, 21, 20, 3, 8
2014/09/11, -1, 23, 17, 18, 3, 6
2014/09/12, -1, 26, 19, 15, 2, 7
2014/09/13, -1, 26, 21, 13, 3, 5
2014/09/14, -1, 25, 17, 15, 7, 6
2014/09/15, -1, 25, 13, 21, 4, 8
2014/09/16, -1, 29, 15, 15, 15, 14
2014/09/17, -1, 22, 11, 15, 3, 5
2014/09/18, -1, 17, 15, 19, 3, 7
2014/09/19, -1, 22, 29, 19, 3, 6
2014/09/20, -1, 24, 29, 15, 2, 4
2014/09/21, -1, 24, 21, 19, 3, 7
2014/09/22, -1, 25, 20, 16, 3, 5
2014/09/23, -1, 30, 15, 21, 7, 8
2014/09/24, -1, 27, 21, 28, 7, 11
2014/09/25, -1, 27, 30, 21, 5, 7
2014/09/26, -1, 28, 31, 25, 3, 7
2014/09/27, -1, 28, 4, 18, 10, 9
2014/09/28, -1, 18, 28, 35, 4, 8
2014/09/29, -1, 32, 21, 32, 5, 9
2014/09/30, -1, 26, 45, 31, 5, 11
2014/10/01, -1, 32, 18, 27, 15, 8
2014/10/02, -1, 26, 36, 35, 14, 12
2014/10/03, -1, 28, 26, 37, 11, 15
2014/10/04, -1, 44, 22, 22, 15, 14
2014/10/05, -1, 33, 15, 25, 16, 14
2014/10/06, -1, 22, 27, 17, 13, 13
2014/10/07, -1, 23, 15, 20, 3, 9
2014/10/08, -1, 29, 22, 29, 3, 12
2014/10/09, -1, 21, 24, 19, 9, 9
2014/10/10, -1, 31, 17, 15, 2, 9
2014/10/11, -1, 17, 30, 25, 3, 12
2014/10/12, -1, 27, 37, 30, 8, 15
2014/10/13, -1, 57, 36, 27, 2, 12
2014/10/14, -1, 54, 50, 30, 2, 12
2014/10/15, -1, 58, 67, 35, 2, 13
2014/10/16, -1, 69, 49, 31, 3, 14
2014/10/17, -1, 69, 44, 29, 2, 14
2014/10/18, -1, 53, 26, 20, 2, 9
2014/10/19, -1, 41, 20, 19, 2, 10
2014/10/20, -1, 28, 23, 29, 3, 14
2014/10/21, -1, 25, 18, 30, 3, 14
2014/10/22, -1, 38, 17, 21, 7, 9
2014/10/23, -1, 38, 10, 27, 2, 12
2014/10/24, -1, 30, 17, 24, 5, 10
2014/10/25, -1, 29, 24, 20, 7, 7
2014/10/26, -1, 21, 24, 28, 3, 14
2014/10/27, -1, 30, 36, 26, 2, 10
2014/10/28, -1, 28, 21, 28, 3, 12
2014/10/29, -1, 29, 38, 39, 4, 16
2014/10/30, -1, 34, 31, 32, 9, 14
2014/10/31, -1, 51, 20, 24, 3, 11
2014/11/01, -1, 34, 23, 25, 1, 11
2014/11/02, -1, 28, 21, 21, 6, 10
2014/11/03, -1, 27, 13, 23, 3, 15
2014/11/04, -1, 28, 17, 28, 4, 14
2014/11/05, -1, 27, 22, 25, 4, 15
2014/11/06, -1, 47, 18, 31, 4, 16
2014/11/07, -1, 38, 14, 27, 8, 11
2014/11/08, -1, 37, 23, 24, 13, 16
2014/11/09, -1, 43, 32, 26, 2, 14
2014/11/10, -1, 41, 41, 36, 4, 13
2014/11/11, -1, 44, 34, 35, 3, 12
2014/11/12, -1, 54, 30, 26, 2, 11
2014/11/13, -1, 44, 30, 23, 3, 12
2014/11/14, -1, 26, 41, 30, 5, 12
2014/11/15, -1, 39, 33, 29, 6, 10
2014/11/16, -1, 44, 32, 29, 2, 13
2014/11/17, -1, 43, 37, 19, 6, 9
2014/11/18, -1, 39, 42, 26, 2, 10
2014/11/19, -1, 43, 50, 36, 3, 12
2014/11/20, -1, 55, 50, 36, 3, 12
2014/11/21, -1, 61, 40, 34, 4, 11
2014/11/22, -1, 59, 40, 36, 3, 11
2014/11/23, -1, 59, 43, 36, 5, 12
2014/11/24, -1, 55, 46, 33, 4, 11
2014/11/25, -1, 60, 55, 36, 3, 10
2014/11/26, -1, 60, 36, 34, 3, 8
2014/11/27, -1, 53, 20, 46, 4, 18
2014/11/28, -1, 46, 36, 50, 5, 20
2014/11/29, -1, 70, -1, -1, -1, -1
2014/11/30, -1, -1, 41, 36, 5, 11
2014/12/01, -1, 51, 11, 36, 3, 12
2014/12/02, -1, 37, 25, 32, 3, 15
2014/12/03, -1, 34, 28, 38, 4, 16
2014/12/04, -1, 43, 13, 28, 2, 11
2014/12/05, -1, 37, 27, 36, 3, 12
2014/12/06, -1, 35, 34, 37, 3, 14
2014/12/07, -1, 44, 24, 36, 3, 12
2014/12/08, -1, 48, 39, 34, 2, 13
2014/12/09, -1, 37, 41, 30, 2, 13
2014/12/10, -1, 43, 33, 32, 3, 10
2014/12/11, -1, 41, 45, 27, 3, 11
2014/12/12, -1, 44, 30, 32, 3, 10
2014/12/13, -1, 46, 50, 35, 3, 10
2014/12/14, -1, 48, 52, 42, 5, 14
2014/12/15, -1, 58, 32, 36, 5, 10
2014/12/16, -1, 62, 38, 20, 4, 9
2014/12/17, -1, 52, 50, 32, 5, 14
2014/12/18, -1, 55, 42, 41, 6, 14
2014/12/19, -1, 60, 45, 40, 5, 15
2014/12/20, -1, 68, 36, 34, 4, 14
2014/12/21, -1, 63, 50, 26, 7, 11
2014/12/22, -1, 54, 49, 40, 5, 12
2014/12/23, -1, 65, 44, 39, 7, 11
2014/12/24, -1, 70, 48, 29, 5, 10
2014/12/25, -1, 63, 46, 35, 6, 11
2014/12/26, -1, 58, 32, 38, 5, 15
2014/12/27, -1, 55, 28, 22, 4, 11
2014/12/28, -1, 40, -1, -1, -1, -1
2014/12/31, -1, -1, 40, 23, 4, 9
2015/01/01, -1, 46, 57, 24, 4, 9
2015/01/02, -1, 42, 57, 35, 4, 11
2015/01/03, -1, 56, 73, 40, 5, 13
2015/01/04, -1, 59, 74, 54, 6, 15
2015/01/05, -1, 66, 50, 36, 6, 12
2015/01/06, -1, 61, 28, 29, 4, 9
2015/01/07, -1, 48, 17, 21, 2, 12
2015/01/08, -1, 35, 38, 19, 2, 10
2015/01/09, -1, 43, 24, 26, 3, 13
2015/01/10, -1, 48, 34, 16, 2, 15
2015/01/11, -1, 54, 26, 24, 3, 15
2015/01/12, -1, 49, 40, 30, 3, 14
2015/01/13, -1, 50, 43, 36, 4, 16
2015/01/14, -1, 55, 46, 40, 4, 14
2015/01/15, -1, 65, 53, 46, 3, 17
2015/01/16, -1, 72, 45, 26, 2, 11
2015/01/17, -1, 64, 51, 31, 2, 14
2015/01/18, -1, 67, 43, 29, 2, 14
2015/01/19, -1, 62, 54, 35, 4, 16
2015/01/20, -1, 63, 50, 52, 3, 17
2015/01/21, -1, 71, 52, 62, 9, 21
2015/01/22, -1, 78, 57, 45, 9, 15
2015/01/23, -1, 79, 46, 28, 34, 11
2015/01/24, -1, 60, 54, 23, 26, 10
2015/01/25, -1, 59, 47, 25, 4, 11
2015/01/26, -1, 56, 75, 32, 6, 14
2015/01/27, -1, 59, 58, 26, 6, 12
2015/01/28, -1, 68, 54, 21, 4, 12
2015/01/29, -1, 62, 43, 21, 7, 9
2015/01/30, -1, 58, 29, 22, 3, 12
2015/01/31, -1, 54, 39, 29, 2, 14
2015/02/01, -1, 60, 39, 33, 4, 16
2015/02/02, -1, 63, 38, 37, 4, 17
2015/02/03, -1, 57, 45, 41, 6, 20
2015/02/04, -1, 61, 44, 30, 4, 13
2015/02/05, -1, 56, 49, 25, 5, 14
2015/02/06, -1, 63, 67, 31, 4, 18
2015/02/07, -1, 64, 62, 30, 7, 18
2015/02/08, -1, 66, 40, 33, 4, 15
2015/02/09, -1, 65, 53, 39, 6, 16
2015/02/10, -1, 62, 68, 42, 7, 20
2015/02/11, -1, 76, 36, 15, 3, 14
2015/02/12, -1, 63, 37, 12, 3, 14
2015/02/13, -1, 54, 40, 13, 2, 11
2015/02/14, -1, 48, 33, 15, 3, 11
2015/02/15, -1, 49, 33, 16, 2, 13
2015/02/16, -1, 47, 33, 16, 3, 15
2015/02/17, -1, 42, 25, 16, 6, 9
2015/02/18, -1, 42, 22, 18, 3, 11
2015/02/19, -1, 35, 24, 20, 5, 10
2015/02/20, -1, 37, 16, 16, 4, 8
2015/02/21, -1, 28, 21, 13, 5, 14
2015/02/22, -1, 25, 21, 18, 4, 10
2015/02/23, -1, 26, 29, 19, 5, 12
2015/02/24, -1, 33, 25, 17, 5, 10
2015/02/25, -1, 33, 27, 19, 5, 12
2015/02/26, -1, 27, 27, 20, 4, 9
2015/02/27, -1, 30, 29, 22, 6, 9
2015/02/28, -1, 32, 22, 25, 5, 14
2015/03/01, -1, 25, 11, 25, 7, 13
2015/03/02, -1, 27, 18, 15, 4, 9
2015/03/03, -1, 35, 24, 10, 4, 9
2015/03/04, -1, 35, 27, 12, 5, 9
2015/03/05, -1, 41, 23, 10, 4, 9
2015/03/06, -1, 38, 23, 10, 3, 8
2015/03/07, -1, 33, 19, 11, 6, 7
2015/03/08, -1, 26, 26, 11, 3, 10
2015/03/09, -1, 25, 32, 10, 7, 10
2015/03/10, -1, 28, 26, 12, 3, 10
2015/03/11, -1, 33, 30, 16, 3, 9
2015/03/12, -1, 36, 33, 12, 3, 9
2015/03/13, -1, 41, -1, -1, -1, -1
2015/03/15, -1, -1, 24, 13, 3, 10
2015/03/16, -1, 32, 25, 12, 3, 10
2015/03/17, -1, 35, 26, 11, 4, 11
2015/03/18, -1, 38, 31, 12, 4, 12
2015/03/19, -1, 32, 34, 10, 4, 14
2015/03/20, -1, 36, 24, 10, 3, 11
2015/03/21, -1, 41, 38, 14, 3, 12
2015/03/22, -1, 36, 23, 13, 5, 12
2015/03/23, -1, 37, 27, 27, 5, 14
2015/03/24, -1, 39, 52, 20, 5, 12
2015/03/25, -1, 55, 43, 28, 6, 16
2015/03/26, -1, 46, 47, 28, 4, 14
2015/03/27, -1, 54, 60, 32, 5, 15
2015/03/28, -1, 55, 56, 22, 5, 13
2015/03/29, -1, 43, 23, 13, 4, 12
2015/03/30, -1, 35, 22, 11, 3, 12
2015/03/31, -1, 32, 31, 10, 4, 11
2015/04/01, -1, 34, 45, 12, 5, 11
2015/04/02, -1, 38, 47, 18, 5, 11
2015/04/03, -1, 41, 36, 13, 4, 10
2015/04/04, -1, 49, 26, 9, 4, 11
2015/04/05, -1, 45, 24, 10, 6, 10
2015/04/06, -1, 32, 26, 11, 4, 11
2015/04/07, -1, 35, 16, 25, 12, 16
2015/04/08, -1, 37, 22, 25, 14, 19
2015/04/09, -1, 48, 26, 15, 8, 23
2015/04/10, -1, 32, 22, 15, 5, 22
2015/04/11, -1, 31, 35, 16, 8, 21
2015/04/12, -1, 30, 31, 28, 10, 29
2015/04/13, -1, 46, 52, 23, 11, 16
2015/04/14, -1, 52, 61, 23, 6, 18
2015/04/15, -1, 63, 47, 16, 6, 17
2015/04/16, -1, 58, 26, 11, 8, 15
2015/04/17, -1, 48, 21, 9, 6, 14
2015/04/18, -1, 38, 24, 9, 6, 14
2015/04/19, -1, 27, 30, 13, 5, 16
2015/04/20, -1, 30, 45, 15, 10, 17
2015/04/21, -1, 37, 64, 17, 7, 16
2015/04/22, -1, 39, 36, 20, 7, 16
2015/04/23, -1, 38, 64, 34, 8, 18
2015/04/24, -1, 39, 29, 36, 8, 19
2015/04/25, -1, 45, 57, 28, 6, 18
2015/04/26, -1, 46, 42, 28, 6, 16
2015/04/27, -1, 37, 27, 16, 7, 17
2015/04/28, -1, 38, 25, 15, 5, 16
2015/04/29, -1, 28, 34, 16, 8, 19
2015/04/30, -1, 29, 30, 13, 6, 18
2015/05/01, -1, 33, 29, 13, 9, 18
2015/05/02, -1, 27, 28, 12, 7, 18
2015/05/03, -1, 31, 15, 14, 10, 19
2015/05/04, -1, 34, 16, 16, 7, 18
2015/05/05, -1, 34, 22, 16, 9, 19
2015/05/06, -1, 31, 23, 12, 7, 18
2015/05/07, -1, 23, 23, 13, 9, 16
2015/05/08, -1, 25, 29, 10, 5, 10
2015/05/09, -1, 26, 30, 8, 8, 10
2015/05/10, -1, 29, 20, 10, 11, 12
2015/05/11, -1, 24, 17, 8, 11, 13
2015/05/12, -1, 25, 11, 11, 12, 11
2015/05/13, -1, 23, 18, 12, 6, 10
2015/05/14, -1, 22, 32, 17, 5, 14
2015/05/15, -1, 20, 19, 13, 9, 16
2015/05/16, -1, 18, 24, 11, 6, 8
2015/05/17, -1, 19, 29, 12, 7, 9
2015/05/18, -1, 17, 29, 11, 3, 10
2015/05/19, -1, 19, 24, 12, 4, 10
2015/05/20, -1, 18, 19, 11, 4, 9
2015/05/21, -1, 16, 15, 9, 11, 12
2015/05/22, -1, 14, 21, 10, 6, 15
2015/05/23, -1, 16, 24, 10, 6, 9
2015/05/24, -1, 21, 36, 11, 6, 11
2015/05/25, -1, 22, 23, 12, 4, 10
2015/05/26, -1, 25, 35, 14, 12, 13
2015/05/27, -1, 25, 27, 12, 6, 16
2015/05/28, -1, 21, 24, 10, 6, 17
2015/05/29, -1, 20, 37, 11, 4, 18
2015/05/30, -1, 21, 26, 8, 9, 18
2015/05/31, -1, 22, 31, 7, 5, 15
2015/06/01, -1, 18, 31, 10, 4, 11
2015/06/02, -1, 23, 17, 18, 6, 7
2015/06/03, -1, 27, 16, 9, 5, 6
2015/06/04, -1, 20, 29, 12, 4, 9
2015/06/05, -1, 24, 46, 12, 9, 8
2015/06/06, -1, 24, 33, 10, 9, 7
2015/06/07, -1, 19, 25, 15, 11, 9
2015/06/08, -1, 22, 24, 13, 7, 10
2015/06/09, -1, 21, 28, 12, 6, 10
2015/06/10, -1, 20, 23, 9, 10, 10
2015/06/11, -1, 20, 23, 11, 12, 10
2015/06/12, -1, 19, 25, 13, 8, 8
2015/06/13, -1, 22, 25, 9, 4, 9
2015/06/14, -1, 20, 23, 10, 8, 9
2015/06/15, -1, 22, 10, 8, 5, 10
2015/06/16, -1, 22, 14, 12, 8, 9
2015/06/17, -1, 18, 21, 13, 6, 10
2015/06/18, -1, 19, 27, 13, 10, 9
2015/06/19, -1, 26, 24, 13, 12, 7
2015/06/20, -1, 23, 22, 8, 6, 5
2015/06/21, -1, 19, 17, 8, 6, 7
2015/06/22, -1, 27, 16, 9, 6, 9
2015/06/23, -1, 27, 16, 7, 5, 8
2015/06/24, -1, 21, 17, 7, 4, 6
2015/06/25, -1, 15, 21, 9, 4, 4
2015/06/26, -1, 18, 18, 9, 4, 4
2015/06/27, -1, 15, 18, 7, 5, 5
2015/06/28, -1, 17, 32, 9, 5, 8
2015/06/29, -1, 20, 21, 11, 8, 7
2015/06/30, -1, 22, 24, 7, 6, 6
2015/07/01, -1, 22, 21, 8, 7, 7
2015/07/02, -1, 25, 20, 7, 9, 6
2015/07/03, -1, 24, 21, 7, 11, 6
2015/07/04, -1, 32, 23, 6, 5, 5
2015/07/05, -1, 20, 25, 8, 4, 6
2015/07/06, -1, 23, 23, 8, 4, 7
2015/07/07, -1, 39, 20, 9, 5, 8
2015/07/08, -1, 47, 14, 8, 6, 7
2015/07/09, -1, 53, 18, 8, 5, 6
2015/07/10, -1, 47, 24, 7, 10, 5
2015/07/11, -1, 37, 26, 7, 4, 5
2015/07/12, -1, 18, 27, 7, 5, 6
2015/07/13, -1, 27, 19, 7, 5, 6
2015/07/14, -1, 31, 17, 7, 3, 7
2015/07/15, -1, 21, 16, 6, 10, 4
